date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),OT
2009/1/14 09:00,986.97,-10.01,264.14,-11.24,90.6,2.85,2.58,0.27,1.63,2.61,1305.27,0.63,1.75,87.7
2009/1/14 09:10,987.06,-9.42,264.72,-10.7,90.3,2.99,2.7,0.29,1.7,2.73,1302.41,0.54,1.88,137.6
2009/1/14 09:20,987.14,-9.03,265.11,-10.57,88.5,3.08,2.72,0.35,1.72,2.76,1300.58,0.65,1.88,159.2
2009/1/14 09:30,987.04,-8.43,265.72,-10.16,87.2,3.23,2.81,0.41,1.78,2.85,1297.46,0.51,1,145.7
2009/1/14 09:40,987.3,-8.49,265.64,-10.78,83.4,3.21,2.68,0.53,1.69,2.71,1298.16,0.72,1.38,224.9
2009/1/14 09:50,987.28,-8.51,265.62,-10.71,84,3.21,2.69,0.51,1.7,2.73,1298.22,0.68,1.13,158.3
2009/1/14 10:00,987.13,-8.25,265.89,-10.54,83.4,3.27,2.73,0.54,1.72,2.77,1296.73,0.49,1.25,142.9
2009/1/14 10:10,987.2,-7.75,266.39,-10.05,83.4,3.4,2.84,0.57,1.79,2.88,1294.33,0.52,1.13,114.4
2009/1/14 10:20,987.24,-7.42,266.72,-9.82,82.8,3.49,2.89,0.6,1.82,2.93,1292.75,0.5,1.13,86.8
2009/1/14 10:30,987.19,-6.93,267.21,-9.54,81.5,3.63,2.96,0.67,1.87,3,1290.27,0.32,1,186.1
2009/1/14 10:40,987.19,-6.22,267.92,-9.23,79.1,3.83,3.03,0.8,1.91,3.07,1286.82,0.64,1,171.3
2009/1/14 10:50,987.16,-6.11,268.04,-9.44,77.1,3.86,2.98,0.89,1.88,3.02,1286.26,0.67,1.25,190.1
2009/1/14 11:00,987.16,-6.26,267.89,-9.6,77,3.82,2.94,0.88,1.86,2.98,1286.98,0.93,1.5,215.4
2009/1/14 11:10,987.17,-6.27,267.88,-9.52,77.6,3.82,2.96,0.86,1.87,3,1287.06,0.77,1.38,197.6
2009/1/14 11:20,987.16,-5.89,268.26,-9.15,77.6,3.93,3.05,0.88,1.92,3.09,1285.17,0.33,0.75,193.9
2009/1/14 11:30,987.22,-5.26,268.89,-9,74.8,4.13,3.09,1.04,1.95,3.13,1282.2,0.55,1.25,167.9
2009/1/14 11:40,987.15,-5.05,269.1,-9.14,72.8,4.19,3.05,1.14,1.92,3.09,1281.13,0.43,1.25,201.9
2009/1/14 11:50,987.06,-4.95,269.21,-9.24,71.7,4.22,3.03,1.2,1.91,3.07,1280.53,0.81,1.75,175.2
2009/1/14 12:00,987.15,-4.68,269.48,-9.1,71,4.31,3.06,1.25,1.93,3.1,1279.33,0.74,1.5,177.3
2009/1/14 12:10,987.02,-4.29,269.88,-8.94,69.82,4.44,3.1,1.34,1.96,3.14,1277.29,0.29,0.63,208.7
2009/1/14 12:20,986.92,-3.97,270.2,-8.78,69.03,4.55,3.14,1.41,1.98,3.18,1275.66,0.5,0.88,191.4
2009/1/14 12:30,986.87,-4.01,270.17,-8.61,70.2,4.53,3.18,1.35,2.01,3.23,1275.77,0.73,1.13,190.4
2009/1/14 12:40,986.81,-3.5,270.68,-8.24,69.53,4.71,3.28,1.44,2.07,3.32,1273.23,0.67,1.5,198.9
2009/1/14 12:50,986.79,-1.94,272.25,-7.52,65.44,5.3,3.47,1.83,2.19,3.51,1265.78,0.46,1.25,148.4
2009/1/14 13:00,986.63,-0.74,273.47,-7.37,60.61,5.78,3.51,2.28,2.21,3.55,1259.99,0.64,1.25,112.9
2009/1/14 13:10,986.47,-0.43,273.8,-7.27,59.66,5.92,3.53,2.39,2.23,3.58,1258.3,0.45,1,112.4
2009/1/14 13:20,986.45,-0.42,273.81,-7.4,59.08,5.92,3.5,2.42,2.21,3.55,1258.27,0.63,1.25,153.1
2009/1/14 13:30,986.43,-0.57,273.66,-7.32,60.1,5.86,3.52,2.34,2.22,3.57,1258.93,0.68,1.38,114.2
2009/1/14 13:40,986.5,-1.47,272.75,-7.73,62.16,5.48,3.41,2.07,2.15,3.45,1263.24,0.64,1.5,87
2009/1/14 13:50,986.54,-1.94,272.27,-7.71,64.47,5.3,3.41,1.88,2.16,3.46,1265.48,0.67,1.38,73
2009/1/14 14:00,986.54,-1.99,272.23,-7.53,65.59,5.28,3.46,1.82,2.19,3.51,1265.66,0.53,1.25,138.1
2009/1/14 14:10,986.57,-1.58,272.63,-7.44,64.13,5.44,3.49,1.95,2.2,3.54,1263.79,0.4,1,165.5
2009/1/14 14:20,986.65,-1.48,272.72,-7.44,63.65,5.48,3.49,1.99,2.2,3.53,1263.46,0.44,1,113.6
2009/1/14 14:30,986.75,-1.35,272.85,-7.18,64.3,5.53,3.56,1.98,2.25,3.61,1262.9,0.43,0.88,125.7
2009/1/14 14:40,986.72,-1.46,272.74,-7.15,64.98,5.49,3.57,1.92,2.25,3.61,1263.38,0.68,1.25,204.6
2009/1/14 14:50,986.67,-1.74,272.47,-7.3,65.58,5.38,3.53,1.85,2.23,3.57,1264.64,0.45,0.75,205.8
2009/1/14 15:00,986.75,-1.69,272.51,-7.35,65.1,5.39,3.51,1.88,2.22,3.56,1264.54,0.45,0.88,225.5
2009/1/14 15:10,986.76,-1.61,272.58,-7.39,64.52,5.43,3.5,1.92,2.21,3.55,1264.19,0.69,0.88,221.2
2009/1/14 15:20,986.79,-1.47,272.73,-7.25,64.56,5.48,3.54,1.94,2.23,3.59,1263.55,0.91,1.38,211.8
2009/1/14 15:30,986.79,-1.4,272.79,-6.87,66.12,5.51,3.64,1.87,2.3,3.69,1263.17,0.76,1.38,228.3
2009/1/14 15:40,986.8,-1.27,272.93,-6.66,66.54,5.57,3.7,1.86,2.34,3.75,1262.53,0.75,1.25,202.5
2009/1/14 15:50,986.96,-1.23,272.96,-6.61,66.63,5.58,3.72,1.86,2.35,3.77,1262.55,0.46,1.13,172.6
2009/1/14 16:00,987.03,-1.13,273.04,-6.56,66.41,5.62,3.73,1.89,2.36,3.78,1262.19,0.55,1.13,163.3
2009/1/14 16:10,987.1,-1.25,272.92,-6.58,66.86,5.57,3.73,1.85,2.35,3.78,1262.82,0.65,1.5,170.3
2009/1/14 16:20,987.18,-1.48,272.69,-6.88,66.45,5.48,3.64,1.84,2.3,3.69,1264.02,0.71,1.13,149.4
2009/1/14 16:30,987.31,-1.58,272.58,-6.74,67.69,5.44,3.68,1.76,2.32,3.73,1264.64,0.61,1.13,180.3
2009/1/14 16:40,987.45,-1.63,272.51,-6.66,68.37,5.42,3.71,1.71,2.34,3.75,1265.05,0.57,1.25,188.3
2009/1/14 16:50,987.4,-1.42,272.73,-6.4,68.68,5.5,3.78,1.72,2.39,3.83,1263.96,0.36,1,166.2
2009/1/14 17:00,987.48,-1.24,272.9,-6.25,68.57,5.58,3.82,1.75,2.41,3.87,1263.21,0.27,0.75,222.5
2009/1/14 17:10,987.53,-1.24,272.9,-5.85,70.7,5.58,3.94,1.63,2.49,3.99,1263.22,0.37,0.88,111.3
2009/1/14 17:20,987.64,-1.37,272.76,-5.63,72.6,5.52,4.01,1.51,2.53,4.06,1263.93,0.24,0.63,130.7
2009/1/14 17:30,987.66,-1.67,272.45,-5.57,74.6,5.4,4.03,1.37,2.54,4.08,1265.37,0.38,1.13,57.5
2009/1/14 17:40,987.73,-1.84,272.28,-5.38,76.6,5.34,4.09,1.25,2.58,4.14,1266.2,0.27,0.88,36.81
2009/1/14 17:50,987.85,-1.77,272.34,-4.98,78.6,5.36,4.21,1.15,2.66,4.27,1265.99,0.15,0.5,346
2009/1/14 18:00,987.97,-1.51,272.59,-4.44,80.3,5.47,4.39,1.08,2.77,4.44,1264.84,0.16,0.5,113.8
2009/1/14 18:10,988.08,-1.65,272.45,-4.54,80.5,5.41,4.36,1.06,2.75,4.41,1265.62,0.29,0.88,239.7
2009/1/14 18:20,988.14,-1.69,272.4,-4.62,80.3,5.39,4.33,1.06,2.73,4.38,1265.92,0.24,0.75,142.4
2009/1/14 18:30,988.23,-1.61,272.47,-4.62,79.8,5.43,4.33,1.1,2.73,4.38,1265.65,0.51,1.5,136.5
2009/1/14 18:40,988.32,-1.85,272.22,-4.79,80.2,5.33,4.28,1.06,2.7,4.33,1266.93,0.39,1.13,155.3
2009/1/14 18:50,988.39,-1.71,272.36,-4.56,80.8,5.39,4.35,1.03,2.74,4.4,1266.33,0.36,1,178.8
2009/1/14 19:00,988.49,-1.72,272.34,-4.7,80,5.38,4.31,1.08,2.71,4.36,1266.53,0.69,1.38,163
2009/1/14 19:10,988.57,-1.83,272.22,-4.62,81.1,5.34,4.33,1.01,2.73,4.38,1267.12,0.63,1.25,170
2009/1/14 19:20,988.54,-1.84,272.22,-4.42,82.4,5.34,4.4,0.94,2.77,4.45,1267.1,0.68,1.75,172.4
2009/1/14 19:30,988.7,-1.89,272.16,-4.4,82.8,5.32,4.4,0.91,2.77,4.45,1267.52,0.8,1.25,168.4
2009/1/14 19:40,988.85,-1.9,272.14,-4.19,84.2,5.31,4.47,0.84,2.82,4.52,1267.72,0.56,1.88,159
2009/1/14 19:50,988.91,-1.74,272.29,-3.83,85.5,5.38,4.6,0.78,2.9,4.65,1267,0.91,1.75,137.1
2009/1/14 20:00,988.98,-1.69,272.34,-3.8,85.4,5.4,4.61,0.79,2.9,4.66,1266.84,0.91,1.88,139.9
2009/1/14 20:10,988.98,-1.6,272.42,-3.64,85.9,5.43,4.67,0.77,2.94,4.72,1266.41,0.77,1.5,154.5
2009/1/14 20:20,988.99,-1.57,272.46,-3.67,85.5,5.44,4.65,0.79,2.93,4.71,1266.27,1.1,1.88,130.7
2009/1/14 20:30,989.08,-1.47,272.55,-3.21,87.8,5.49,4.82,0.67,3.03,4.87,1265.84,0.92,2.13,144.9
2009/1/14 20:40,989.08,-1.18,272.83,-2.83,88.5,5.6,4.96,0.64,3.12,5.01,1264.45,1.02,1.75,147.9
2009/1/14 20:50,989.1,-1.23,272.79,-2.95,88,5.58,4.91,0.67,3.1,4.97,1264.71,0.94,2,139.7
2009/1/14 21:00,989.15,-1.1,272.91,-2.75,88.5,5.63,4.99,0.65,3.14,5.04,1264.17,0.35,1,180.2
2009/1/14 21:10,989.24,-0.85,273.15,-2.38,89.3,5.74,5.13,0.61,3.23,5.18,1263.03,0.65,1.5,186.6
2009/1/14 21:20,989.29,-0.59,273.41,-2.04,89.9,5.85,5.26,0.59,3.31,5.31,1261.85,1.11,2.13,137.8
2009/1/14 21:30,989.36,-0.51,273.49,-1.96,89.8,5.89,5.29,0.6,3.33,5.34,1261.51,0.45,0.88,126.1
2009/1/14 21:40,989.38,-0.39,273.6,-1.88,89.6,5.93,5.32,0.62,3.35,5.37,1261.01,0.33,0.88,110.9
2009/1/14 21:50,989.48,-0.24,273.75,-1.68,89.9,6,5.4,0.61,3.4,5.45,1260.37,0.12,0.63,62.51
2009/1/14 22:00,989.51,0.07,274.06,-1.42,89.6,6.14,5.5,0.64,3.47,5.56,1258.93,0.35,1.63,103.6
2009/1/14 22:10,989.61,0.14,274.11,-1.44,89.1,6.17,5.5,0.67,3.46,5.55,1258.77,0.34,0.88,64.63
2009/1/14 22:20,989.61,0.11,274.09,-1.4,89.5,6.16,5.51,0.65,3.47,5.57,1258.89,0.86,2.13,15.89
2009/1/14 22:30,989.71,0.22,274.19,-1.28,89.6,6.21,5.56,0.65,3.5,5.62,1258.48,0.66,2.13,330.4
2009/1/14 22:40,989.75,0.34,274.31,-1.19,89.4,6.26,5.6,0.66,3.53,5.66,1257.95,1.1,2.13,265.2
2009/1/14 22:50,989.83,0.43,274.39,-1.15,89.1,6.3,5.61,0.69,3.54,5.67,1257.65,0.92,2.38,198.1
2009/1/14 23:00,989.86,0.37,274.33,-1.24,88.9,6.27,5.58,0.7,3.51,5.64,1257.97,0.95,2.75,212.6
2009/1/14 23:10,989.91,0.23,274.19,-1.4,88.7,6.21,5.51,0.7,3.47,5.57,1258.71,0.75,1.63,143.8
2009/1/14 23:20,989.98,0.16,274.1,-1.4,89.2,6.18,5.51,0.67,3.47,5.57,1259.15,0.85,2.25,189.2
2009/1/14 23:30,990.07,0.23,274.17,-1.22,89.9,6.21,5.58,0.63,3.52,5.64,1258.89,1.13,2.13,211
2009/1/14 23:40,990.09,0.3,274.24,-1.07,90.5,6.24,5.65,0.59,3.56,5.7,1258.57,1.19,1.88,230.8
2009/1/14 23:50,990.18,0.37,274.3,-0.95,90.8,6.27,5.7,0.58,3.59,5.75,1258.34,1.56,3.13,237
2009/1/15 00:00,990.2,0.44,274.37,-0.9,90.7,6.3,5.72,0.59,3.6,5.78,1258.04,1.58,3.25,221.1
2009/1/15 00:10,990.27,0.5,274.42,-0.84,90.7,6.33,5.74,0.59,3.62,5.8,1257.83,1.57,3,220.1
2009/1/15 00:20,990.4,0.47,274.39,-0.91,90.4,6.32,5.72,0.61,3.6,5.77,1258.12,1.06,1.75,152.4
2009/1/15 00:30,990.47,0.31,274.22,-1.12,90.1,6.25,5.63,0.62,3.54,5.68,1259.03,0.86,1.5,135.9
2009/1/15 00:40,990.47,0.21,274.12,-1.17,90.4,6.2,5.61,0.6,3.53,5.66,1259.46,0.9,1.63,214.5
2009/1/15 00:50,990.47,0.39,274.3,-0.89,91.1,6.28,5.72,0.56,3.6,5.78,1258.6,0.82,2.38,203.9
2009/1/15 01:00,990.47,0.57,274.48,-0.65,91.5,6.37,5.83,0.54,3.67,5.88,1257.71,1.26,2.75,225.8
2009/1/15 01:10,990.51,0.68,274.59,-0.56,91.4,6.42,5.86,0.55,3.69,5.92,1257.25,1,1.63,207
2009/1/15 01:20,990.59,0.66,274.56,-0.61,91.2,6.41,5.84,0.56,3.68,5.9,1257.47,0.64,1.13,197.5
2009/1/15 01:30,990.67,0.59,274.49,-0.69,91.1,6.38,5.81,0.57,3.66,5.86,1257.88,0.46,1.5,222.3
2009/1/15 01:40,990.76,0.59,274.47,-0.66,91.3,6.37,5.82,0.55,3.66,5.87,1258.01,0.57,2.13,117.5
2009/1/15 01:50,990.85,0.44,274.32,-0.81,91.3,6.3,5.76,0.55,3.62,5.81,1258.85,0.74,1.63,188.7
2009/1/15 02:00,991.03,0.29,274.16,-0.85,92,6.24,5.74,0.5,3.61,5.79,1259.75,0.82,1.63,158.6
2009/1/15 02:10,991.14,0.14,273.99,-0.93,92.5,6.17,5.71,0.46,3.59,5.76,1260.61,0.8,1.5,148.5
2009/1/15 02:20,991.21,0.03,273.88,-0.93,93.2,6.12,5.71,0.42,3.59,5.76,1261.2,0.49,1.38,156.7
2009/1/15 02:30,991.23,0.09,273.94,-0.79,93.8,6.15,5.77,0.38,3.63,5.82,1260.93,0.39,0.88,150.8
2009/1/15 02:40,991.31,0.17,274.01,-0.68,94,6.18,5.81,0.37,3.65,5.86,1260.65,0.37,1,152.3
2009/1/15 02:50,991.41,0.16,274,-0.67,94.1,6.18,5.82,0.36,3.66,5.87,1260.79,0.06,0.63,159.7
2009/1/15 03:00,991.44,0.16,274,-0.65,94.2,6.18,5.82,0.36,3.66,5.87,1260.82,0.42,0.75,232.1
2009/1/15 03:10,991.33,0.23,274.07,-0.56,94.4,6.21,5.86,0.35,3.69,5.91,1260.35,0.19,0.63,89.2
2009/1/15 03:20,991.34,0.21,274.05,-0.61,94.2,6.2,5.84,0.36,3.67,5.89,1260.47,0.11,0.63,176.2
2009/1/15 03:30,991.44,0.16,274,-0.64,94.3,6.18,5.83,0.35,3.66,5.88,1260.82,0.55,1.13,228.6
2009/1/15 03:40,991.55,-0.09,273.73,-0.94,94,6.07,5.7,0.36,3.59,5.75,1262.19,1,1.75,123.1
2009/1/15 03:50,991.58,-0.3,273.52,-1.04,94.7,5.98,5.66,0.32,3.56,5.71,1263.21,0.71,1.5,151.7
2009/1/15 04:00,991.58,-0.35,273.47,-1.05,95,5.95,5.66,0.3,3.56,5.7,1263.44,0.95,1.75,145.1
2009/1/15 04:10,991.66,-0.3,273.52,-0.94,95.4,5.98,5.7,0.27,3.58,5.75,1263.29,0.27,0.75,151.9
2009/1/15 04:20,991.74,-0.24,273.56,-0.9,95.3,6,5.72,0.28,3.59,5.77,1263.14,0.15,0.5,89.8
2009/1/15 04:30,991.82,-0.32,273.48,-0.97,95.3,5.97,5.69,0.28,3.57,5.73,1263.6,0.84,1.75,107.1
2009/1/15 04:40,991.82,-0.44,273.36,-1.06,95.5,5.92,5.65,0.27,3.55,5.7,1264.17,0.99,1.38,146.3
2009/1/15 04:50,991.93,-0.38,273.41,-0.97,95.8,5.94,5.69,0.25,3.58,5.74,1264.04,0.35,0.75,85.6
2009/1/15 05:00,992.01,-0.29,273.5,-0.86,95.9,5.98,5.73,0.25,3.6,5.78,1263.69,0.43,0.88,123
2009/1/15 05:10,992.08,-0.16,273.62,-0.72,96,6.04,5.79,0.24,3.64,5.84,1263.15,0.83,1.75,92.7
2009/1/15 05:20,992.26,-0.1,273.66,-0.68,95.9,6.06,5.81,0.25,3.65,5.86,1263.1,0.26,0.88,127.1
2009/1/15 05:30,992.35,-0.04,273.72,-0.61,95.9,6.09,5.84,0.25,3.67,5.89,1262.89,0.11,0.5,135.6
2009/1/15 05:40,992.44,0,273.76,-0.61,95.6,6.11,5.84,0.27,3.67,5.88,1262.83,0.36,1.13,168.9
2009/1/15 05:50,992.51,0.03,273.78,-0.6,95.5,6.12,5.85,0.28,3.67,5.89,1262.77,0.32,1,192.2
2009/1/15 06:00,992.66,0.05,273.78,-0.61,95.3,6.13,5.84,0.29,3.67,5.88,1262.91,0.25,0.88,194.4
2009/1/15 06:10,992.8,0.12,273.85,-0.57,95.1,6.16,5.86,0.3,3.68,5.9,1262.73,1.19,2.13,227.4
2009/1/15 06:20,992.82,0.12,273.84,-0.68,94.3,6.16,5.81,0.35,3.65,5.85,1262.78,0.72,1.75,199.2
2009/1/15 06:30,992.93,-0.04,273.67,-0.87,94.1,6.09,5.73,0.36,3.6,5.77,1263.71,0.41,1.25,162.3
2009/1/15 06:40,992.97,-0.02,273.69,-0.85,94.1,6.1,5.74,0.36,3.6,5.78,1263.65,0.48,1.38,260.8
2009/1/15 06:50,993.05,0.08,273.78,-0.77,94,6.14,5.77,0.37,3.62,5.81,1263.29,1.14,1.88,243
2009/1/15 07:00,993.01,-0.05,273.66,-0.97,93.5,6.08,5.69,0.4,3.57,5.73,1263.88,0.38,1.25,180.1
2009/1/15 07:10,993.05,-0.17,273.54,-1.04,93.8,6.03,5.66,0.37,3.55,5.7,1264.5,0.27,0.75,30.25
2009/1/15 07:20,993.15,-0.14,273.56,-0.97,94.1,6.05,5.69,0.36,3.57,5.73,1264.46,0.3,0.75,93.9
2009/1/15 07:30,993.17,-0.01,273.69,-0.83,94.2,6.1,5.75,0.35,3.61,5.79,1263.86,0.39,0.75,121
2009/1/15 07:40,993.25,-0.04,273.65,-0.91,93.8,6.09,5.71,0.38,3.58,5.75,1264.12,0.2,0.63,120.3
2009/1/15 07:50,993.31,-0.13,273.56,-1.02,93.7,6.05,5.67,0.38,3.56,5.71,1264.63,0.3,0.63,167.7
2009/1/15 08:00,993.39,-0.01,273.67,-0.86,94,6.1,5.74,0.37,3.6,5.77,1264.16,0.15,0.5,159.9
2009/1/15 08:10,993.42,0.01,273.68,-0.85,93.9,6.11,5.74,0.37,3.6,5.78,1264.11,0.61,1.25,179.1
2009/1/15 08:20,993.46,0.16,273.83,-0.76,93.5,6.18,5.78,0.4,3.62,5.81,1263.44,0.51,0.88,140.7
2009/1/15 08:30,993.5,-0.09,273.58,-1.09,92.9,6.07,5.64,0.43,3.54,5.67,1264.7,0.56,0.75,201.7
2009/1/15 08:40,993.5,-0.26,273.41,-1.19,93.4,5.99,5.6,0.4,3.51,5.64,1265.5,0.57,1,159.3
2009/1/15 08:50,993.56,-0.25,273.41,-1.1,94,6,5.64,0.36,3.54,5.67,1265.54,0.63,1.13,151
2009/1/15 09:00,993.67,0.04,273.69,-0.78,94.2,6.12,5.77,0.36,3.62,5.81,1264.28,0.4,1.25,147.3
2009/1/15 09:10,993.75,0.3,273.95,-0.62,93.5,6.24,5.84,0.41,3.66,5.88,1263.11,0.22,0.63,143.2
2009/1/15 09:20,993.79,0.36,274.01,-0.74,92.3,6.27,5.79,0.48,3.63,5.82,1262.93,0.43,1,118.8
2009/1/15 09:30,993.77,0.27,273.92,-0.9,91.8,6.23,5.72,0.51,3.59,5.75,1263.35,0.78,1.13,142.8
2009/1/15 09:40,993.78,0.18,273.83,-0.96,92,6.19,5.69,0.5,3.57,5.73,1263.79,0.31,0.75,123.9
2009/1/15 09:50,993.84,0.38,274.02,-0.8,91.8,6.28,5.76,0.51,3.61,5.8,1262.94,0.3,1,132.4
2009/1/15 10:00,993.96,0.29,273.92,-0.97,91.2,6.24,5.69,0.55,3.57,5.72,1263.51,1.1,1.75,137.1
2009/1/15 10:10,994.08,0.09,273.71,-1.08,91.8,6.15,5.64,0.5,3.54,5.68,1264.63,1.12,1.88,127.8
2009/1/15 10:20,994.25,0.15,273.76,-0.95,92.3,6.17,5.7,0.48,3.57,5.73,1264.54,0.7,1.63,126.7
2009/1/15 10:30,994.37,0.41,274.01,-0.69,92.3,6.29,5.81,0.48,3.64,5.84,1263.42,0.22,0.75,26.75
2009/1/15 10:40,994.4,0.68,274.28,-0.48,91.9,6.42,5.9,0.52,3.7,5.93,1262.19,0.19,0.63,74.7
2009/1/15 10:50,994.48,1.13,274.72,-0.23,90.6,6.63,6,0.62,3.76,6.04,1260.17,0.29,0.75,153.1
2009/1/15 11:00,994.58,1.33,274.92,-0.32,88.7,6.73,5.97,0.76,3.74,6,1259.37,0.4,0.88,137.1
2009/1/15 11:10,994.55,1.36,274.94,-0.5,87.4,6.74,5.89,0.85,3.69,5.92,1259.26,0.79,1.38,188.5
2009/1/15 11:20,994.55,1.37,274.96,-0.48,87.4,6.75,5.9,0.85,3.7,5.93,1259.18,0.46,0.88,181.1
2009/1/15 11:30,994.56,1.62,275.21,-0.33,86.8,6.87,5.96,0.91,3.74,6,1258.01,0.51,1.13,134.3
2009/1/15 11:40,994.65,1.73,275.31,-0.37,85.9,6.92,5.95,0.98,3.73,5.98,1257.66,0.79,1.5,136.5
2009/1/15 11:50,994.65,1.86,275.44,-0.26,85.8,6.99,5.99,0.99,3.76,6.03,1257.05,0.57,1,140.7
2009/1/15 12:00,994.72,1.99,275.57,-0.35,84.4,7.05,5.95,1.1,3.73,5.98,1256.54,0.47,1,135.7
2009/1/15 12:10,994.85,2.02,275.59,-0.32,84.4,7.07,5.97,1.1,3.74,6,1256.55,0.31,0.75,113.7
2009/1/15 12:20,994.83,2.08,275.65,-0.33,84,7.1,5.96,1.14,3.74,5.99,1256.27,0.49,1.25,131.4
2009/1/15 12:30,994.74,2.07,275.64,-0.31,84.2,7.09,5.97,1.12,3.74,6,1256.21,0.68,1.25,138.7
2009/1/15 12:40,994.66,2.29,275.87,-0.21,83.5,7.21,6.02,1.19,3.77,6.05,1255.06,0.76,1.25,134.3
2009/1/15 12:50,994.64,2.25,275.84,-0.31,83.1,7.19,5.97,1.21,3.74,6.01,1255.23,1.13,1.75,130.7
2009/1/15 13:00,994.53,2.04,275.63,-0.45,83.5,7.08,5.91,1.17,3.7,5.94,1256.1,1.22,1.88,147.7
2009/1/15 13:10,994.52,2.19,275.79,-0.25,83.8,7.16,6,1.16,3.76,6.03,1255.34,1.02,1.5,142.6
2009/1/15 13:20,994.51,2.28,275.88,-0.26,83.2,7.2,5.99,1.21,3.76,6.03,1254.92,0.86,1.63,167.6
2009/1/15 13:30,994.4,2.24,275.84,-0.4,82.6,7.18,5.93,1.25,3.72,5.96,1255.02,1.34,2,139.6
2009/1/15 13:40,994.4,2.24,275.85,-0.38,82.7,7.18,5.94,1.24,3.72,5.97,1254.99,1.18,2.13,135.9
2009/1/15 13:50,994.3,2.24,275.85,-0.36,82.8,7.18,5.95,1.24,3.73,5.98,1254.85,1.19,1.88,140.5
2009/1/15 14:00,994.26,2.39,276.01,-0.27,82.5,7.26,5.99,1.27,3.75,6.02,1254.11,0.74,1.63,146.2
2009/1/15 14:10,994.16,2.32,275.94,-0.48,81.7,7.22,5.9,1.32,3.7,5.93,1254.38,1.42,2,144.2
2009/1/15 14:20,994.25,2.39,276,-0.27,82.5,7.26,5.99,1.27,3.75,6.02,1254.12,0.91,1.63,133.4
2009/1/15 14:30,994.32,2.63,276.24,-0.21,81.5,7.38,6.02,1.37,3.77,6.05,1253.11,0.68,1.38,140.6
2009/1/15 14:40,994.4,3.15,276.76,0.02,79.8,7.66,6.12,1.55,3.83,6.15,1250.77,0.63,1.63,93.8
2009/1/15 14:50,994.32,4.03,277.64,0.04,75.1,8.15,6.12,2.03,3.84,6.16,1246.7,0.58,1.25,7.79
2009/1/15 15:00,994.33,4.52,278.13,0.12,73,8.44,6.16,2.28,3.86,6.2,1244.52,0.7,1,20.98
2009/1/15 15:10,994.46,4.13,277.73,-0.11,73.8,8.21,6.06,2.15,3.8,6.09,1246.49,1.38,2,15.4
2009/1/15 15:20,994.52,3.18,276.77,-0.43,77.1,7.68,5.92,1.76,3.71,5.95,1250.92,1.5,2,29.6
2009/1/15 15:30,994.58,2.8,276.39,-0.41,79.3,7.48,5.93,1.55,3.72,5.96,1252.68,0.98,1.5,48.74
2009/1/15 15:40,994.65,2.91,276.49,-0.27,79.5,7.53,5.99,1.54,3.75,6.02,1252.26,0.53,1,52.72
2009/1/15 15:50,994.66,2.95,276.54,-0.33,78.9,7.56,5.96,1.59,3.74,5.99,1252.07,0.88,1.5,29.15
2009/1/15 16:00,994.7,2.58,276.16,-0.52,79.9,7.36,5.88,1.48,3.68,5.91,1253.86,1.51,2,22.33
2009/1/15 16:10,994.65,2.13,275.71,-0.66,81.7,7.12,5.82,1.3,3.65,5.85,1255.88,1.17,1.75,33.74
2009/1/15 16:20,994.7,1.74,275.32,-0.78,83.3,6.93,5.77,1.16,3.62,5.8,1257.76,0.16,0.5,58.59
2009/1/15 16:30,994.79,1.44,275.01,-0.89,84.4,6.78,5.72,1.06,3.59,5.75,1259.25,0.71,1.5,31.94
2009/1/15 16:40,995,1.14,274.69,-0.93,86,6.63,5.7,0.93,3.57,5.73,1260.93,1.29,1.63,6.06
2009/1/15 16:50,995.14,0.87,274.42,-1.13,86.4,6.51,5.62,0.89,3.52,5.65,1262.35,0.32,1,133.1
2009/1/15 17:00,995.31,0.44,273.97,-1.38,87.5,6.31,5.52,0.79,3.46,5.55,1264.61,0.76,1,7.92
2009/1/15 17:10,995.56,0.32,273.83,-1.25,89.1,6.25,5.57,0.68,3.49,5.6,1265.45,0.31,0.63,3.44
2009/1/15 17:20,995.61,0.24,273.75,-1.24,89.7,6.22,5.58,0.64,3.49,5.6,1265.89,0.27,0.63,79
2009/1/15 17:30,995.47,-0.1,273.41,-1.61,89.5,6.06,5.43,0.64,3.4,5.45,1267.37,0.36,1.75,193.3
2009/1/15 17:40,995.3,-0.37,273.15,-1.69,90.8,5.94,5.4,0.55,3.38,5.42,1268.44,1.14,2.13,242.3
2009/1/15 17:50,995.53,-0.39,273.12,-1.57,91.7,5.93,5.44,0.49,3.41,5.47,1268.8,0.68,1.13,6.99
2009/1/15 18:00,995.6,-0.48,273.02,-1.63,91.9,5.9,5.42,0.48,3.39,5.44,1269.31,0.29,0.75,36.66
2009/1/15 18:10,995.68,-0.8,272.7,-1.96,91.8,5.76,5.29,0.47,3.31,5.31,1270.97,0.24,0.88,154.3
2009/1/15 18:20,995.79,-1.05,272.44,-2.11,92.4,5.66,5.23,0.43,3.27,5.25,1272.28,0.15,0.5,1.87
2009/1/15 18:30,995.93,-1.19,272.29,-2.17,93,5.6,5.21,0.39,3.26,5.23,1273.12,0.98,1.38,11.01
