date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-07 22:40:00,1001.49,1.63,274.67,0.02,89.0,6.87,6.12,0.76,3.81,6.11,1266.71,0.76,1.44,165.8,0.0,0.0,0.0,0.0,0.0,13.18,440.3
2020-01-07 22:50:00,1001.39,1.68,274.73,0.07,89.0,6.9,6.14,0.76,3.82,6.13,1266.32,1.26,1.84,207.5,0.0,0.0,0.0,0.0,0.0,13.12,437.0
2020-01-07 23:00:00,1001.24,1.71,274.77,0.07,88.8,6.91,6.14,0.77,3.82,6.13,1266.0,2.29,3.28,197.4,0.0,0.0,0.0,0.0,0.0,13.07,436.6
2020-01-07 23:10:00,1001.08,1.47,274.54,-0.17,88.8,6.79,6.03,0.76,3.76,6.03,1266.97,2.63,3.28,202.9,0.0,0.0,0.0,0.0,0.0,13.04,437.8
2020-01-07 23:20:00,1001.1,1.48,274.55,0.06,90.2,6.8,6.13,0.67,3.82,6.13,1266.89,1.91,3.28,206.0,0.0,0.0,0.0,0.0,0.0,13.01,436.8
2020-01-07 23:30:00,1001.16,1.79,274.86,0.2,89.1,6.95,6.2,0.76,3.86,6.19,1265.49,0.83,1.84,177.0,0.0,0.0,0.0,0.0,0.0,12.97,437.4
2020-01-07 23:40:00,1001.24,1.84,274.9,0.23,89.0,6.98,6.21,0.77,3.87,6.2,1265.37,1.19,1.8,178.2,0.0,0.0,0.0,0.0,0.0,12.93,438.6
2020-01-07 23:50:00,1001.26,1.74,274.8,0.16,89.2,6.93,6.18,0.75,3.85,6.17,1265.87,1.15,1.6,194.9,0.0,0.0,0.0,0.0,0.0,12.93,438.8
2020-01-08 00:00:00,1000.97,1.58,274.66,0.03,89.4,6.85,6.12,0.73,3.81,6.12,1266.25,1.84,3.0,197.4,0.0,0.0,0.0,0.0,0.0,12.96,438.3
2020-01-08 00:10:00,1000.74,1.36,274.47,-0.04,90.3,6.74,6.09,0.65,3.79,6.08,1266.98,2.66,3.61,193.1,0.0,0.0,0.0,0.0,0.0,12.99,442.2
2020-01-08 00:20:00,1000.6,1.28,274.39,-0.04,90.9,6.7,6.09,0.61,3.8,6.09,1267.2,2.47,3.37,189.3,0.0,0.0,0.0,0.0,0.0,12.97,442.5
2020-01-08 00:30:00,1000.5,1.23,274.35,-0.1,90.8,6.68,6.06,0.61,3.78,6.06,1267.33,2.79,4.37,192.7,0.0,0.0,0.0,0.0,0.0,12.9,442.0
2020-01-08 00:40:00,1000.5,1.05,274.18,-0.21,91.2,6.59,6.01,0.58,3.75,6.01,1268.14,2.64,3.37,198.7,0.0,0.0,0.0,0.0,0.0,12.82,442.0
2020-01-08 00:50:00,1000.45,1.3,274.42,0.07,91.5,6.71,6.14,0.57,3.83,6.14,1266.9,1.69,3.53,194.7,0.0,0.0,0.0,0.0,0.0,12.71,439.5
2020-01-08 01:00:00,1000.49,1.6,274.72,0.2,90.4,6.86,6.2,0.66,3.86,6.2,1265.53,1.41,3.18,174.4,0.0,0.0,0.0,0.0,0.0,12.62,438.9
2020-01-08 01:10:00,1000.49,1.99,275.11,0.39,89.1,7.05,6.28,0.77,3.92,6.28,1263.7,1.23,1.9,197.6,0.0,0.0,0.0,0.0,0.0,12.58,438.4
2020-01-08 01:20:00,1000.41,2.05,275.17,0.29,88.1,7.08,6.24,0.84,3.89,6.24,1263.35,1.51,2.24,210.3,0.0,0.0,0.0,0.0,0.0,12.59,437.7
2020-01-08 01:30:00,1000.44,2.05,275.17,0.32,88.3,7.08,6.25,0.83,3.9,6.25,1263.39,1.29,2.16,213.0,0.0,0.0,0.0,0.0,0.0,12.65,437.5
2020-01-08 01:40:00,1000.4,2.23,275.36,0.47,88.1,7.17,6.32,0.85,3.94,6.32,1262.47,1.03,1.88,200.6,0.0,0.0,0.0,0.0,0.0,12.73,436.8
2020-01-08 01:50:00,1000.26,2.43,275.57,0.56,87.4,7.28,6.36,0.92,3.97,6.36,1261.35,1.0,2.3,174.5,0.0,0.0,0.0,0.0,0.0,12.82,436.3
2020-01-08 02:00:00,1000.34,2.69,275.83,0.69,86.6,7.42,6.42,0.99,4.0,6.42,1260.21,0.54,1.3,236.5,0.0,0.0,0.0,0.0,0.0,12.93,435.4
2020-01-08 02:10:00,1000.22,3.1,276.24,0.8,84.8,7.64,6.47,1.16,4.04,6.47,1258.18,0.77,1.8,139.4,0.0,0.0,0.0,0.0,0.0,13.06,434.0
2020-01-08 02:20:00,1000.16,3.36,276.51,0.85,83.5,7.78,6.5,1.28,4.05,6.49,1256.9,0.55,1.6,54.91,0.0,0.0,0.0,0.0,0.0,13.18,433.2
2020-01-08 02:30:00,1000.14,3.63,276.78,0.88,82.1,7.93,6.51,1.42,4.06,6.51,1255.64,1.14,2.36,110.1,0.0,0.0,0.0,0.0,0.0,13.31,431.5
2020-01-08 02:40:00,1000.14,3.7,276.85,0.87,81.7,7.96,6.51,1.46,4.06,6.51,1255.34,0.67,1.48,148.8,0.0,0.0,0.0,0.0,0.0,13.43,432.2
2020-01-08 02:50:00,1000.01,3.68,276.84,0.82,81.5,7.95,6.48,1.47,4.04,6.48,1255.29,1.07,2.88,166.6,0.0,0.0,0.0,0.0,0.0,13.56,432.3
2020-01-08 03:00:00,999.89,3.57,276.73,0.81,82.1,7.89,6.48,1.41,4.04,6.48,1255.65,0.77,1.92,193.3,0.0,0.0,0.0,0.0,0.0,13.7,432.4
2020-01-08 03:10:00,999.77,3.73,276.9,0.85,81.4,7.98,6.5,1.48,4.05,6.5,1254.76,1.4,3.08,167.1,0.0,0.0,0.0,0.0,0.0,13.85,430.9
2020-01-08 03:20:00,999.83,4.02,277.19,0.98,80.5,8.15,6.56,1.59,4.09,6.56,1253.47,0.9,2.28,142.3,0.0,0.0,0.0,0.0,0.0,13.99,429.3
2020-01-08 03:30:00,999.67,4.36,277.55,1.0,78.7,8.35,6.57,1.78,4.1,6.57,1251.73,1.93,4.37,137.5,0.0,0.0,0.0,0.0,0.0,14.13,429.4
2020-01-08 03:40:00,999.55,4.12,277.31,0.91,79.5,8.21,6.52,1.68,4.07,6.53,1252.69,1.89,3.0,156.9,0.0,0.0,0.0,0.0,0.0,14.24,431.0
2020-01-08 03:50:00,999.36,4.13,277.34,0.96,79.8,8.21,6.55,1.66,4.09,6.56,1252.41,2.08,3.77,179.8,0.0,0.0,0.0,0.0,0.0,14.36,429.8
2020-01-08 04:00:00,999.1,4.36,277.59,1.0,78.7,8.34,6.57,1.78,4.1,6.57,1251.03,3.96,6.53,182.9,0.0,0.0,0.0,0.0,0.0,14.48,427.2
2020-01-08 04:10:00,998.94,4.68,277.93,0.9,76.4,8.54,6.52,2.01,4.07,6.53,1249.39,3.81,5.53,179.1,0.0,0.0,0.0,0.0,0.0,14.57,427.0
2020-01-08 04:20:00,998.91,4.6,277.85,0.83,76.4,8.49,6.49,2.0,4.05,6.49,1249.72,3.4,5.77,186.0,0.0,0.0,0.0,0.0,0.0,14.63,427.1
2020-01-08 04:30:00,998.63,4.32,277.58,0.69,77.2,8.32,6.42,1.9,4.01,6.43,1250.7,3.09,4.45,181.1,0.0,0.0,0.0,0.0,0.0,14.67,430.0
2020-01-08 04:40:00,998.66,4.09,277.36,0.69,78.4,8.19,6.42,1.77,4.01,6.43,1251.74,2.8,4.31,179.1,0.0,0.0,0.0,0.0,0.0,14.7,430.4
2020-01-08 04:50:00,998.62,4.0,277.27,0.76,79.3,8.14,6.45,1.68,4.03,6.46,1252.09,2.18,3.61,176.6,0.0,0.0,0.0,0.0,0.0,14.72,430.9
2020-01-08 05:00:00,998.52,4.12,277.4,0.73,78.5,8.21,6.44,1.76,4.02,6.45,1251.43,2.32,3.61,175.3,0.0,0.0,0.0,0.0,0.0,14.74,429.7
2020-01-08 05:10:00,998.45,4.47,277.76,0.66,76.2,8.41,6.41,2.0,4.0,6.42,1249.77,2.64,4.37,185.9,0.0,0.0,0.0,0.0,0.0,14.77,427.8
2020-01-08 05:20:00,998.51,4.61,277.89,0.66,75.4,8.5,6.41,2.09,4.0,6.42,1249.21,1.86,2.88,186.6,0.0,0.0,0.0,0.0,0.0,14.82,428.7
2020-01-08 05:30:00,998.67,4.79,278.06,0.57,74.0,8.6,6.37,2.24,3.97,6.37,1248.64,2.12,3.28,191.6,0.0,0.0,0.0,0.0,0.0,14.87,427.4
2020-01-08 05:40:00,998.54,5.02,278.3,0.49,72.4,8.74,6.33,2.41,3.95,6.34,1247.45,2.64,3.67,185.6,0.0,0.0,0.0,0.0,0.0,14.93,425.8
2020-01-08 05:50:00,998.44,5.16,278.45,0.39,71.2,8.83,6.29,2.54,3.92,6.3,1246.72,2.26,3.32,192.3,0.0,0.0,0.0,0.0,0.0,15.0,425.7
2020-01-08 06:00:00,998.35,5.4,278.69,0.28,69.43,8.98,6.23,2.74,3.89,6.24,1245.57,2.83,4.29,196.6,0.0,0.0,0.0,0.0,0.0,15.08,424.7
2020-01-08 06:10:00,998.36,5.52,278.81,0.21,68.53,9.05,6.2,2.85,3.87,6.21,1245.07,2.7,4.05,204.0,0.0,0.0,0.0,0.0,0.0,15.16,423.3
2020-01-08 06:20:00,998.26,5.63,278.93,0.16,67.78,9.12,6.18,2.94,3.86,6.19,1244.47,3.7,6.53,198.8,0.0,0.0,0.0,0.0,0.0,15.23,423.3
2020-01-08 06:30:00,998.15,5.66,278.97,0.13,67.45,9.14,6.17,2.98,3.85,6.18,1244.17,3.57,4.49,182.8,0.0,0.0,0.0,0.0,0.0,15.28,423.9
2020-01-08 06:40:00,997.98,5.61,278.93,0.3,68.53,9.11,6.24,2.87,3.9,6.25,1244.16,3.21,4.57,173.7,0.0,180.0,0.0,0.0,0.0,15.35,424.7
2020-01-08 06:50:00,997.79,5.33,278.67,0.46,70.7,8.93,6.32,2.62,3.95,6.33,1245.13,3.29,4.77,183.8,0.0,80.0,0.0,0.0,0.0,15.4,425.8
2020-01-08 07:00:00,997.78,5.12,278.45,0.62,72.6,8.8,6.39,2.41,3.99,6.4,1246.04,3.12,4.63,183.6,0.0,600.0,0.0,0.0,0.0,15.54,425.7
2020-01-08 07:10:00,997.95,5.12,278.44,0.66,72.8,8.8,6.41,2.39,4.0,6.42,1246.23,3.49,4.81,183.5,0.0,10.0,0.0,0.0,0.0,15.54,424.3
2020-01-08 07:20:00,998.07,5.14,278.45,0.7,72.9,8.81,6.43,2.39,4.01,6.44,1246.29,3.73,5.45,169.4,0.0,0.0,0.0,0.0,0.0,15.44,423.7
2020-01-08 07:30:00,998.1,5.09,278.4,0.72,73.3,8.78,6.44,2.35,4.02,6.45,1246.55,3.39,4.73,172.8,0.0,0.0,0.0,0.0,0.0,15.37,424.6
2020-01-08 07:40:00,998.41,5.22,278.51,0.64,72.2,8.87,6.4,2.46,4.0,6.41,1246.36,2.39,4.19,172.2,0.0,0.0,0.0,0.0,0.0,15.32,425.3
2020-01-08 07:50:00,998.7,5.26,278.52,0.66,72.1,8.89,6.41,2.48,4.0,6.42,1246.55,1.54,3.36,182.7,0.0,0.0,0.0,0.0,0.0,15.31,427.7
2020-01-08 08:00:00,999.02,5.27,278.51,0.69,72.2,8.89,6.42,2.47,4.01,6.43,1246.9,1.08,2.16,184.0,0.0,0.0,0.0,0.0,0.0,15.33,428.3
2020-01-08 08:10:00,999.26,5.31,278.53,0.82,72.7,8.92,6.48,2.43,4.05,6.49,1247.0,0.85,1.8,192.2,0.0,0.0,0.0,1.16,1.35,15.39,429.7
2020-01-08 08:20:00,999.45,5.32,278.52,0.81,72.6,8.92,6.48,2.44,4.04,6.48,1247.2,0.58,1.32,186.4,0.0,0.0,0.0,1.54,2.51,15.49,429.0
2020-01-08 08:30:00,999.27,5.26,278.47,0.96,73.7,8.89,6.55,2.34,4.09,6.55,1247.21,2.03,4.05,170.4,0.0,280.0,0.0,2.7,3.09,15.64,431.2
2020-01-08 08:40:00,999.17,5.24,278.46,1.03,74.2,8.87,6.58,2.29,4.11,6.59,1247.16,1.89,3.08,180.1,0.0,0.0,1.61,5.21,6.95,15.78,431.4
2020-01-08 08:50:00,999.07,5.5,278.73,1.02,72.8,9.04,6.58,2.46,4.11,6.59,1245.87,2.29,3.67,183.6,0.1,490.0,2.62,9.07,9.46,15.93,427.6
2020-01-08 09:00:00,999.02,5.49,278.73,1.3,74.3,9.03,6.71,2.32,4.19,6.72,1245.79,3.29,5.37,169.7,0.1,600.0,1.41,6.95,8.88,16.15,426.5
2020-01-08 09:10:00,998.98,4.9,278.14,1.61,79.2,8.67,6.86,1.8,4.28,6.87,1248.32,3.23,4.69,152.1,0.1,600.0,2.01,7.34,9.46,16.26,429.9
2020-01-08 09:20:00,998.94,4.37,277.62,1.9,83.9,8.35,7.01,1.34,4.38,7.02,1250.55,3.47,5.25,154.8,0.2,600.0,4.43,13.13,14.67,16.28,430.6
2020-01-08 09:30:00,998.85,4.17,277.42,2.08,86.2,8.24,7.1,1.14,4.43,7.11,1251.29,3.58,5.49,154.8,0.2,600.0,6.44,17.37,19.69,16.22,430.2
2020-01-08 09:40:00,998.78,4.13,277.38,2.15,86.9,8.21,7.13,1.08,4.45,7.14,1251.4,3.45,5.49,145.2,0.1,130.0,7.65,18.92,22.2,16.02,430.6
2020-01-08 09:50:00,998.72,4.15,277.41,2.14,86.7,8.22,7.13,1.09,4.45,7.14,1251.21,3.99,5.57,152.4,0.0,110.0,10.87,25.48,29.92,15.72,430.1
2020-01-08 10:00:00,998.74,4.27,277.53,2.13,85.9,8.29,7.12,1.17,4.45,7.13,1250.71,4.43,6.21,147.8,0.0,600.0,14.69,35.91,37.45,15.63,429.5
2020-01-08 10:10:00,998.73,4.39,277.65,2.03,84.6,8.36,7.08,1.29,4.42,7.08,1250.18,5.02,6.41,151.9,0.4,600.0,10.26,27.99,36.29,15.54,428.5
2020-01-08 10:20:00,998.87,4.33,277.58,2.19,85.9,8.33,7.15,1.17,4.47,7.16,1250.58,3.53,5.41,152.1,0.6,600.0,8.05,22.78,27.41,15.41,428.9
2020-01-08 10:30:00,998.93,4.17,277.41,2.37,88.0,8.23,7.25,0.99,4.52,7.25,1251.35,2.65,4.05,157.4,0.6,600.0,12.47,31.85,42.66,15.27,430.6
2020-01-08 10:40:00,998.79,4.08,277.34,2.49,89.3,8.18,7.31,0.88,4.56,7.32,1251.53,3.48,5.17,155.8,0.2,600.0,23.74,55.79,61.0,15.14,430.0
2020-01-08 10:50:00,998.79,4.12,277.37,2.5,89.2,8.2,7.32,0.89,4.57,7.33,1251.37,3.14,5.89,152.5,0.1,600.0,21.13,50.0,59.07,15.04,430.1
2020-01-08 11:00:00,998.89,4.12,277.37,2.48,89.0,8.21,7.31,0.9,4.56,7.31,1251.47,4.03,5.77,152.3,0.1,200.0,21.13,49.61,60.42,14.9,430.6
2020-01-08 11:10:00,998.91,4.14,277.38,2.53,89.2,8.22,7.33,0.89,4.58,7.34,1251.42,2.71,4.49,176.9,0.0,0.0,30.18,68.73,75.68,14.67,431.0
2020-01-08 11:20:00,998.93,4.24,277.48,2.56,88.8,8.27,7.35,0.93,4.59,7.36,1250.99,2.87,4.69,167.3,0.0,0.0,31.59,70.85,75.68,14.55,431.2
2020-01-08 11:30:00,998.67,4.11,277.38,2.58,89.7,8.2,7.36,0.84,4.59,7.37,1251.24,3.06,4.65,176.6,0.0,0.0,36.62,81.47,87.07,14.49,432.1
2020-01-08 11:40:00,998.58,4.2,277.47,2.72,90.1,8.25,7.43,0.82,4.64,7.44,1250.7,2.81,4.85,169.3,0.0,0.0,30.18,67.37,73.17,14.5,432.2
2020-01-08 11:50:00,998.56,4.2,277.47,2.77,90.4,8.25,7.46,0.79,4.66,7.47,1250.65,3.13,4.89,159.1,0.0,0.0,29.58,66.8,71.43,14.55,432.2
2020-01-08 12:00:00,998.7,4.22,277.49,2.83,90.6,8.27,7.49,0.78,4.68,7.5,1250.7,2.64,4.89,165.9,0.0,310.0,34.41,78.76,83.2,14.65,432.2
2020-01-08 12:10:00,998.78,4.33,277.59,3.0,91.0,8.33,7.58,0.75,4.73,7.59,1250.27,1.6,4.21,176.5,0.0,420.0,37.83,86.49,90.93,14.85,432.4
2020-01-08 12:20:00,998.76,4.49,277.75,3.25,91.6,8.42,7.72,0.71,4.82,7.73,1249.44,0.74,1.72,211.3,0.0,500.0,33.8,78.38,88.42,15.03,432.3
2020-01-08 12:30:00,998.82,4.5,277.76,3.34,92.1,8.43,7.76,0.67,4.85,7.77,1249.46,1.13,1.74,184.6,0.0,0.0,35.61,82.05,89.58,15.07,432.1
2020-01-08 12:40:00,998.89,4.48,277.73,3.41,92.7,8.42,7.8,0.61,4.87,7.81,1249.6,1.13,2.24,184.2,0.0,190.0,38.03,87.64,89.96,15.13,431.5
2020-01-08 12:50:00,998.76,4.42,277.68,3.44,93.3,8.38,7.82,0.56,4.88,7.83,1249.72,1.5,2.24,194.6,0.0,600.0,35.81,82.43,95.75,15.4,432.8
2020-01-08 13:00:00,998.58,4.44,277.71,3.58,94.1,8.39,7.9,0.5,4.93,7.91,1249.37,1.88,3.12,176.3,0.1,490.0,53.12,118.34,127.8,15.63,433.1
2020-01-08 13:10:00,998.5,4.59,277.87,3.8,94.6,8.48,8.02,0.46,5.01,8.04,1248.52,2.13,3.77,170.2,0.0,130.0,50.1,111.78,122.78,15.71,432.1
2020-01-08 13:20:00,998.37,4.7,277.99,3.91,94.6,8.55,8.09,0.46,5.05,8.1,1247.85,2.67,4.21,172.1,0.0,0.0,48.49,107.53,112.55,15.74,430.9
2020-01-08 13:30:00,998.25,4.78,278.08,3.97,94.5,8.59,8.12,0.47,5.08,8.14,1247.33,2.24,3.89,173.4,0.0,170.0,49.09,107.92,115.06,15.83,430.3
2020-01-08 13:40:00,998.05,4.88,278.2,4.04,94.3,8.66,8.16,0.49,5.1,8.18,1246.61,3.48,5.21,160.1,0.0,0.0,46.48,102.32,105.79,15.87,430.0
2020-01-08 13:50:00,998.11,5.07,278.38,4.12,93.5,8.77,8.2,0.57,5.13,8.22,1245.8,2.66,4.71,155.0,0.0,0.0,45.88,99.23,103.67,15.9,430.6
2020-01-08 14:00:00,998.11,5.15,278.46,4.04,92.5,8.82,8.16,0.66,5.1,8.17,1245.47,3.19,4.53,155.9,0.0,0.0,47.48,101.54,122.78,15.93,430.6
2020-01-08 14:10:00,997.97,5.28,278.61,4.08,91.9,8.9,8.18,0.72,5.12,8.2,1244.69,2.57,4.29,175.5,0.0,0.0,73.64,155.41,172.2,15.97,429.7
2020-01-08 14:20:00,997.76,5.44,278.78,4.13,91.2,9.0,8.21,0.79,5.13,8.23,1243.71,2.4,4.05,170.4,0.0,0.0,64.99,138.03,163.13,16.03,429.4
2020-01-08 14:30:00,997.84,5.51,278.84,4.1,90.6,9.04,8.19,0.85,5.12,8.21,1243.51,3.04,4.69,154.3,0.0,0.0,60.36,129.15,132.82,16.1,430.9
2020-01-08 14:40:00,997.89,5.57,278.9,4.21,90.9,9.08,8.26,0.83,5.16,8.28,1243.26,2.24,4.53,163.6,0.0,0.0,54.12,115.44,132.82,16.18,430.5
2020-01-08 14:50:00,997.73,5.7,279.04,4.16,89.8,9.16,8.23,0.93,5.15,8.25,1242.52,3.38,4.53,165.7,0.0,0.0,53.52,110.42,131.66,16.28,429.9
2020-01-08 15:00:00,997.73,5.92,279.26,4.17,88.5,9.31,8.24,1.07,5.15,8.25,1241.53,3.07,4.45,179.4,0.0,0.0,40.64,84.36,93.44,16.37,429.2
2020-01-08 15:10:00,997.66,6.18,279.53,4.12,86.6,9.48,8.21,1.27,5.13,8.22,1240.3,3.13,4.83,192.0,0.0,0.0,38.23,79.15,87.64,16.44,428.6
2020-01-08 15:20:00,997.61,6.43,279.78,4.1,85.0,9.64,8.2,1.45,5.13,8.22,1239.12,3.17,4.97,195.5,0.0,0.0,35.61,72.2,83.2,16.49,428.3
2020-01-08 15:30:00,997.77,6.48,279.82,4.1,84.7,9.67,8.19,1.48,5.12,8.21,1239.12,2.35,4.17,175.1,0.0,0.0,47.28,92.28,99.81,16.55,428.5
2020-01-08 15:40:00,997.95,6.43,279.76,4.2,85.6,9.64,8.25,1.39,5.16,8.27,1239.51,1.25,2.84,159.8,0.0,0.0,37.22,72.59,85.91,16.61,430.6
2020-01-08 15:50:00,998.04,6.34,279.66,4.18,86.0,9.58,8.24,1.34,5.15,8.26,1240.05,1.76,2.84,149.1,0.0,0.0,18.91,39.58,56.56,16.69,431.4
2020-01-08 16:00:00,998.22,6.16,279.46,4.08,86.5,9.46,8.19,1.28,5.12,8.2,1241.09,1.4,2.46,165.2,0.0,0.0,9.66,20.46,27.41,16.79,430.2
2020-01-08 16:10:00,998.34,6.22,279.52,4.1,86.2,9.5,8.19,1.31,5.12,8.21,1240.96,2.2,2.94,187.0,0.0,0.0,5.84,11.0,12.16,16.9,431.8
2020-01-08 16:20:00,998.31,6.07,279.36,4.2,87.8,9.4,8.25,1.15,5.16,8.27,1241.59,2.27,3.04,202.3,0.0,0.0,3.62,7.53,10.81,17.0,435.7
2020-01-08 16:30:00,998.31,6.06,279.36,4.31,88.5,9.4,8.32,1.08,5.2,8.33,1241.59,2.27,3.0,192.1,0.0,0.0,1.41,2.32,3.47,17.07,432.3
2020-01-08 16:40:00,998.35,6.05,279.34,4.1,87.3,9.39,8.2,1.19,5.12,8.21,1241.76,2.61,3.61,188.8,0.0,0.0,0.8,1.16,1.35,17.12,433.1
2020-01-08 16:50:00,998.54,6.01,279.28,3.98,86.8,9.36,8.13,1.24,5.08,8.14,1242.2,1.59,2.6,184.8,0.0,0.0,0.2,0.0,1.35,17.14,433.4
2020-01-08 17:00:00,998.48,6.03,279.31,3.97,86.6,9.38,8.12,1.26,5.07,8.13,1242.03,1.93,2.84,178.2,0.0,0.0,0.0,0.0,0.0,17.16,432.9
2020-01-08 17:10:00,998.61,6.01,279.28,4.03,87.1,9.36,8.16,1.21,5.1,8.17,1242.28,0.98,1.64,182.8,0.0,0.0,0.2,0.0,0.0,17.17,435.6
2020-01-08 17:20:00,998.6,6.01,279.29,4.09,87.4,9.37,8.19,1.18,5.12,8.2,1242.22,0.99,1.72,207.8,0.0,0.0,0.0,0.0,0.0,17.19,436.2
2020-01-08 17:30:00,998.6,5.98,279.25,4.11,87.7,9.35,8.2,1.15,5.12,8.21,1242.35,1.11,2.2,191.4,0.0,0.0,0.0,0.0,0.0,17.23,436.8
2020-01-08 17:40:00,998.6,5.95,279.22,4.06,87.6,9.33,8.17,1.16,5.11,8.18,1242.5,1.7,3.08,178.2,0.0,0.0,0.2,0.0,0.0,17.29,437.4
2020-01-08 17:50:00,998.63,5.86,279.13,3.9,87.2,9.27,8.08,1.19,5.05,8.09,1243.0,2.44,4.01,176.3,0.0,0.0,0.0,0.0,0.0,17.35,436.3
2020-01-08 18:00:00,998.69,5.91,279.18,3.96,87.2,9.3,8.11,1.19,5.07,8.12,1242.81,2.9,3.77,155.7,0.0,0.0,0.0,0.0,0.0,17.38,435.1
2020-01-08 18:10:00,998.69,5.88,279.14,3.89,87.0,9.28,8.07,1.21,5.04,8.08,1242.99,3.07,4.53,152.4,0.0,0.0,0.0,0.0,0.0,17.39,435.2
2020-01-08 18:20:00,998.6,5.83,279.1,3.94,87.6,9.25,8.1,1.15,5.06,8.11,1243.09,2.21,4.15,167.4,0.0,0.0,0.0,0.0,0.0,17.36,435.8
2020-01-08 18:30:00,998.59,5.88,279.15,3.94,87.3,9.28,8.1,1.18,5.06,8.11,1242.85,2.77,4.29,158.9,0.0,0.0,0.0,0.0,0.0,17.32,435.0
2020-01-08 18:40:00,998.57,5.79,279.07,3.85,87.3,9.23,8.05,1.17,5.03,8.07,1243.22,2.49,4.45,154.4,0.0,0.0,0.0,0.0,0.0,17.28,435.8
2020-01-08 18:50:00,998.58,5.76,279.04,3.86,87.5,9.21,8.06,1.15,5.03,8.07,1243.37,2.54,4.53,176.4,0.0,0.0,0.0,0.0,0.0,17.22,435.7
2020-01-08 19:00:00,998.66,5.96,279.23,4.02,87.3,9.33,8.15,1.19,5.09,8.16,1242.55,2.64,4.71,175.0,0.0,0.0,0.0,0.0,0.0,17.17,434.4
2020-01-08 19:10:00,998.77,5.99,279.25,3.95,86.7,9.35,8.11,1.24,5.06,8.12,1242.58,2.13,3.57,181.1,0.0,0.0,0.0,0.0,0.0,17.12,434.5
2020-01-08 19:20:00,998.95,6.03,279.27,3.97,86.6,9.38,8.12,1.26,5.07,8.13,1242.62,1.5,3.24,180.6,0.0,0.0,0.0,0.0,0.0,17.07,434.3
2020-01-08 19:30:00,998.92,6.0,279.25,3.91,86.4,9.36,8.09,1.27,5.05,8.1,1242.71,2.92,4.37,167.2,0.0,0.0,0.0,0.0,0.0,17.03,434.3
2020-01-08 19:40:00,998.84,5.97,279.22,3.96,86.9,9.34,8.12,1.22,5.07,8.13,1242.74,2.02,3.36,184.6,0.0,0.0,0.0,0.0,0.0,17.0,437.1
2020-01-08 19:50:00,998.92,6.03,279.28,4.01,86.8,9.38,8.14,1.24,5.09,8.15,1242.54,2.03,3.85,155.2,0.0,0.0,0.0,0.0,0.0,16.97,435.1
2020-01-08 20:00:00,998.98,5.93,279.17,3.92,86.9,9.31,8.09,1.22,5.05,8.1,1243.11,1.92,3.14,181.6,0.0,0.0,0.0,0.0,0.0,16.95,436.4
2020-01-08 20:10:00,998.88,5.94,279.19,3.96,87.1,9.32,8.12,1.2,5.07,8.13,1242.94,1.8,3.28,170.7,0.0,0.0,0.0,0.0,0.0,16.97,435.4
2020-01-08 20:20:00,998.9,5.92,279.17,3.88,86.7,9.31,8.07,1.24,5.04,8.08,1243.05,2.52,4.07,154.9,0.0,0.0,0.0,0.0,0.0,16.98,435.1
2020-01-08 20:30:00,998.95,5.76,279.0,3.78,87.1,9.2,8.01,1.19,5.01,8.02,1243.88,2.6,4.37,154.0,0.0,0.0,0.0,0.0,0.0,17.0,436.1
2020-01-08 20:40:00,998.94,5.77,279.01,3.86,87.5,9.21,8.06,1.15,5.03,8.07,1243.81,2.03,3.89,154.9,0.0,0.0,0.0,0.0,0.0,17.02,436.1
2020-01-08 20:50:00,998.91,5.83,279.07,3.89,87.3,9.25,8.07,1.17,5.04,8.08,1243.49,1.72,3.24,164.8,0.0,0.0,0.0,0.0,0.0,17.02,435.8
2020-01-08 21:00:00,998.87,5.8,279.05,3.86,87.3,9.23,8.06,1.17,5.03,8.07,1243.55,1.99,3.65,161.8,0.0,0.0,0.0,0.0,0.0,17.03,436.0
2020-01-08 21:10:00,998.84,5.81,279.07,3.87,87.3,9.24,8.06,1.17,5.04,8.07,1243.47,2.75,4.65,154.2,0.0,0.0,0.0,0.0,0.0,17.05,435.5
2020-01-08 21:20:00,998.76,5.79,279.05,3.89,87.5,9.22,8.07,1.15,5.04,8.08,1243.45,3.08,5.01,153.9,0.0,320.0,0.0,0.0,0.0,17.14,435.4
2020-01-08 21:30:00,998.73,5.8,279.06,3.96,87.9,9.23,8.11,1.12,5.07,8.12,1243.37,3.12,4.49,156.6,0.0,0.0,0.0,0.0,0.0,17.09,434.8
2020-01-08 21:40:00,998.63,5.78,279.04,3.88,87.6,9.21,8.07,1.14,5.04,8.08,1243.38,2.81,4.53,171.5,0.0,0.0,0.0,0.0,0.0,17.01,435.2
2020-01-08 21:50:00,998.5,5.68,278.96,3.87,88.1,9.15,8.06,1.09,5.04,8.07,1243.66,2.72,4.25,169.9,0.0,0.0,0.0,0.0,0.0,16.93,435.9
