date,OT,mem_util_percent,mem_gps,net_in,net_out,disk_io_percent
1970-01-07 15:54:00,52.0,95.0,21.476999999999997,70.703,49.37,2.0
1970-01-07 15:55:00,55.25,94.25,18.492,70.71,49.37,2.0
1970-01-07 15:56:00,60.75,94.0,18.392,70.71,49.378,4.0
1970-01-07 15:57:00,58.0,94.0,17.13,70.71,49.38,3.0
1970-01-07 15:58:00,59.0,95.0,19.32,70.71,49.38,2.0
1970-01-07 15:59:00,56.0,93.0,19.733,70.72,49.38,3.0
1970-01-07 16:00:00,58.5,93.0,22.295,70.72,49.385,3.0
1970-01-07 16:01:00,60.0,92.5,19.81,70.72,49.39,1.0
1970-01-07 16:02:00,61.333,90.667,19.487000000000002,70.723,49.39,5.0
1970-01-07 16:03:00,64.0,91.0,20.04,70.73,49.39,3.0
1970-01-07 16:04:00,58.0,90.0,21.927,70.73,49.4,3.0
1970-01-07 16:05:00,56.667,91.0,19.54,70.73,49.4,2.0
1970-01-07 16:06:00,54.0,90.75,21.245,70.73,49.4,5.0
1970-01-07 16:07:00,53.0,92.0,16.84,70.74,49.41,2.0
1970-01-07 16:08:00,59.0,94.0,21.4,70.74,49.41,4.0
1970-01-07 16:09:00,63.0,93.0,23.26,70.74,49.41,3.0
1970-01-07 16:10:00,53.5,91.5,19.575,70.745,49.41,4.0
1970-01-07 16:11:00,55.333,90.667,20.593000000000004,70.75,49.413000000000004,2.0
1970-01-07 16:12:00,59.667,90.667,21.223000000000003,70.75,49.42,3.0
1970-01-07 16:13:00,56.667,90.0,19.5,70.75,49.42,3.0
1970-01-07 16:14:00,57.583999999999996,90.5,19.067999999999998,70.755,49.422,3.5
1970-01-07 16:15:00,58.5,91.0,18.635,70.76,49.425,4.0
1970-01-07 16:16:00,53.5,90.5,19.185,70.76,49.43,3.0
1970-01-07 16:17:00,55.75,90.75,20.477999999999998,70.77,49.43,3.0
1970-01-07 16:18:00,51.8,90.0,20.524,70.77,49.43,5.0
1970-01-07 16:19:00,49.5,90.0,20.56,70.77,49.435,4.0
1970-01-07 16:20:00,52.25,89.5,21.348000000000003,70.77,49.44,4.0
1970-01-07 16:21:00,49.0,89.0,22.005,70.77,49.44,5.0
1970-01-07 16:22:00,47.0,89.0,24.31,70.78,49.44,4.0
1970-01-07 16:23:00,51.0,89.667,21.86,70.78,49.446999999999996,3.0
1970-01-07 16:24:00,44.75,90.0,20.835,70.782,49.45,2.0
1970-01-07 16:25:00,47.5,90.0,21.775,70.79,49.45,2.0
1970-01-07 16:26:00,49.0,91.333,21.326999999999998,70.79,49.45,2.0
1970-01-07 16:27:00,49.0,92.0,20.335,70.79,49.46,3.0
1970-01-07 16:28:00,52.5,92.5,22.545,70.795,49.46,2.0
1970-01-07 16:29:00,48.0,90.667,20.237000000000002,70.8,49.46,3.0
1970-01-07 16:30:00,47.4,90.0,22.07,70.8,49.466,2.0
1970-01-07 16:31:00,48.0,91.0,19.82,70.81,49.47,4.0
1970-01-07 16:32:00,48.333,90.667,23.253,70.81,49.47,3.0
1970-01-07 16:33:00,50.166000000000004,90.834,21.796,70.81,49.475,3.0
1970-01-07 16:34:00,52.0,91.0,20.34,70.81,49.48,3.0
1970-01-07 16:35:00,46.0,91.0,21.835,70.815,49.48,4.0
1970-01-07 16:36:00,48.5,91.0,21.97,70.82,49.48,2.0
1970-01-07 16:37:00,47.0,91.0,23.58,70.82,49.48,2.0
1970-01-07 16:38:00,54.333,91.667,18.512999999999998,70.82,49.49,3.0
1970-01-07 16:39:00,48.333,91.0,21.013,70.827,49.49,2.0
1970-01-07 16:40:00,50.25,90.75,20.935,70.83,49.49,4.0
1970-01-07 16:41:00,45.0,90.5,24.91,70.83,49.495,5.0
1970-01-07 16:42:00,50.5,91.0,20.915,70.84,49.5,3.0
1970-01-07 16:43:00,47.25,90.5,22.092,70.84,49.5,3.0
1970-01-07 16:44:00,46.0,90.0,23.721999999999998,70.84,49.5,2.0
1970-01-07 16:45:00,53.0,91.667,20.47,70.84,49.51,3.0
1970-01-07 16:46:00,49.667,91.333,23.083000000000002,70.85,49.51,6.0
1970-01-07 16:47:00,48.0,91.5,22.035,70.85,49.51,7.0
1970-01-07 16:48:00,50.0,91.0,23.133000000000003,70.85,49.516999999999996,3.0
1970-01-07 16:49:00,51.0,91.75,20.932,70.855,49.52,3.0
1970-01-07 16:50:00,55.333,92.667,19.357,70.86,49.52,7.0
1970-01-07 16:51:00,53.0,92.75,20.555,70.86,49.52,4.0
1970-01-07 16:52:00,50.0,92.333,22.467,70.863,49.527,3.0
1970-01-07 16:53:00,53.0,93.5,21.01,70.87,49.53,3.0
1970-01-07 16:54:00,49.0,93.5,21.245,70.87,49.53,4.0
1970-01-07 16:55:00,53.5,94.0,20.87,70.87,49.53,4.0
1970-01-07 16:56:00,51.333,93.0,23.076999999999998,70.877,49.54,4.0
1970-01-07 16:57:00,49.5,92.5,22.515,70.88,49.54,3.0
1970-01-07 16:58:00,52.0,93.0,19.92,70.88,49.54,3.0
1970-01-07 16:59:00,55.0,93.0,18.24,70.885,49.545,3.0
1970-01-07 17:00:00,56.5,93.5,18.065,70.89,49.55,3.0
1970-01-07 17:01:00,64.2,89.4,17.704,70.89,49.55,3.0
1970-01-07 17:02:00,55.0,89.0,20.03,70.89,49.55,3.0
1970-01-07 17:03:00,59.0,87.0,17.44,70.9,49.55,2.0
1970-01-07 17:04:00,64.0,88.0,21.72,70.9,49.56,4.0
1970-01-07 17:05:00,60.75,88.5,18.3,70.9,49.56,5.0
1970-01-07 17:06:00,61.667,88.667,18.937,70.907,49.56,4.0
1970-01-07 17:07:00,57.333,88.333,18.98,70.91,49.563,3.0
1970-01-07 17:08:00,55.5,88.0,19.54,70.91,49.57,3.0
1970-01-07 17:09:00,54.667,87.667,18.737000000000002,70.91,49.57,3.0
1970-01-07 17:10:00,48.5,88.0,21.275,70.92,49.57,3.0
1970-01-07 17:11:00,49.333,87.333,22.113000000000003,70.92,49.573,6.0
1970-01-07 17:12:00,49.5,87.25,21.268,70.92,49.58,2.0
1970-01-07 17:13:00,50.0,87.0,21.66,70.922,49.58,3.0
1970-01-07 17:14:00,49.5,86.5,21.218000000000004,70.93,49.58,2.0
1970-01-07 17:15:00,58.0,87.667,20.26,70.93,49.583,3.0
1970-01-07 17:16:00,62.0,88.667,19.43,70.93,49.59,3.0
1970-01-07 17:17:00,64.0,90.333,17.19,70.937,49.59,6.0
1970-01-07 17:18:00,64.667,91.0,18.13,70.94,49.59,5.0
1970-01-07 17:19:00,53.25,88.0,22.21,70.94,49.598,3.0
1970-01-07 17:20:00,54.667,88.0,21.14,70.94,49.6,2.0
1970-01-07 17:21:00,57.75,89.0,20.541999999999998,70.95,49.6,4.0
1970-01-07 17:22:00,59.5,90.0,18.355,70.95,49.6,5.0
1970-01-07 17:23:00,56.5,90.0,20.445,70.95,49.605,4.0
1970-01-07 17:24:00,60.0,90.0,19.97,70.95,49.61,4.0
1970-01-07 17:25:00,59.5,89.0,18.275,70.96,49.61,5.0
1970-01-07 17:26:00,53.0,85.0,18.287,70.96,49.61,4.0
1970-01-07 17:27:00,55.4,86.0,19.634,70.96,49.62,4.0
1970-01-07 17:28:00,59.2,86.4,18.428,70.968,49.62,5.0
1970-01-07 17:29:00,62.0,86.0,19.42,70.97,49.62,7.0
1970-01-07 17:30:00,62.5,87.25,19.575,70.97,49.625,8.0
1970-01-07 17:31:00,60.0,87.333,18.82,70.977,49.63,7.0
1970-01-07 17:32:00,59.667,85.333,20.277,70.98,49.63,3.0
1970-01-07 17:33:00,67.0,85.0,18.14,70.98,49.63,6.0
1970-01-07 17:34:00,64.0,86.0,18.86,70.98,49.64,7.0
1970-01-07 17:35:00,56.5,87.0,19.18,70.99,49.64,5.0
1970-01-07 17:36:00,55.4,87.0,20.682,70.99,49.64,2.0
1970-01-07 17:37:00,56.0,87.0,20.2,70.99,49.645,7.0
1970-01-07 17:38:00,55.0,87.0,19.09,71.0,49.65,7.0
1970-01-07 17:39:00,60.0,87.0,17.4,71.0,49.65,4.0
1970-01-07 17:40:00,52.5,86.75,21.138,71.0,49.65,3.0
1970-01-07 17:41:00,54.25,86.75,21.377,71.002,49.655,5.0
1970-01-07 17:42:00,52.5,86.0,18.815,71.01,49.66,2.0
1970-01-07 17:43:00,50.5,85.5,20.102,71.01,49.66,2.0
1970-01-07 17:44:00,58.5,86.0,19.78,71.01,49.66,3.0
1970-01-07 17:45:00,63.5,86.5,17.575,71.02,49.665,7.0
1970-01-07 17:46:00,65.5,87.25,17.125,71.02,49.67,9.0
1970-01-07 17:47:00,59.333,88.333,17.947,71.02,49.67,3.0
1970-01-07 17:48:00,65.0,91.0,18.84,71.02,49.67,3.0
1970-01-07 17:49:00,55.333,89.333,19.352999999999998,71.03,49.677,4.0
1970-01-07 17:50:00,55.0,89.0,19.163,71.03,49.68,5.0
1970-01-07 17:51:00,59.0,90.0,18.21,71.03,49.68,3.0
1970-01-07 17:52:00,57.5,89.0,18.03,71.04,49.68,4.0
1970-01-07 17:53:00,58.5,90.0,17.91,71.04,49.688,3.0
1970-01-07 17:54:00,57.5,89.5,17.495,71.04,49.69,7.0
1970-01-07 17:55:00,51.333,87.0,20.043,71.05,49.69,5.0
1970-01-07 17:56:00,54.0,87.0,22.005,71.05,49.69,3.0
1970-01-07 17:57:00,53.0,87.667,20.61,71.05,49.7,2.0
1970-01-07 17:58:00,54.0,88.0,19.223,71.05,49.7,2.0
1970-01-07 17:59:00,52.5,87.75,22.39,71.06,49.7,2.0
1970-01-07 18:00:00,53.0,87.667,21.51,71.06,49.7,2.0
1970-01-07 18:01:00,53.0,87.333,20.157,71.06,49.71,3.0
1970-01-07 18:02:00,53.25,87.25,20.238,71.062,49.71,4.0
1970-01-07 18:03:00,62.5,91.0,17.125,71.07,49.71,5.0
1970-01-07 18:04:00,60.0,90.0,16.945,71.07,49.71,6.0
1970-01-07 18:05:00,56.666000000000004,89.5,18.000999999999998,71.075,49.715,4.5
1970-01-07 18:06:00,53.333,89.0,19.057000000000002,71.08,49.72,3.0
1970-01-07 18:07:00,49.5,87.75,21.552,71.08,49.72,7.0
1970-01-07 18:08:00,47.667,86.0,21.48,71.08,49.72,2.0
1970-01-07 18:09:00,50.5,86.0,20.803,71.08,49.727,3.0
1970-01-07 18:10:00,47.0,85.75,21.322,71.08800000000001,49.73,2.0
1970-01-07 18:11:00,45.333,86.0,21.32,71.09,49.73,3.0
1970-01-07 18:12:00,47.0,86.0,22.756999999999998,71.09,49.73,3.0
1970-01-07 18:13:00,43.333,86.0,22.793000000000003,71.09,49.736999999999995,6.0
1970-01-07 18:14:00,47.5,86.0,21.705,71.098,49.74,9.0
1970-01-07 18:15:00,58.333,87.333,18.61,71.1,49.74,15.0
1970-01-07 18:16:00,60.0,87.0,16.96,71.1,49.74,12.0
1970-01-07 18:17:00,57.0,86.0,20.09,71.1,49.75,7.0
1970-01-07 18:18:00,51.5,86.0,22.235,71.105,49.75,4.0
1970-01-07 18:19:00,54.0,87.5,18.665,71.11,49.75,3.0
1970-01-07 18:20:00,51.667,86.667,20.413,71.11,49.75,4.0
1970-01-07 18:21:00,50.5,86.0,21.662,71.11,49.76,4.0
1970-01-07 18:22:00,52.75,86.75,19.942999999999998,71.12,49.76,2.0
1970-01-07 18:23:00,44.333,86.333,20.277,71.12,49.76,3.0
1970-01-07 18:24:00,50.667,86.667,22.02,71.12,49.76,2.0
1970-01-07 18:25:00,49.667,86.667,21.753,71.123,49.77,3.0
1970-01-07 18:26:00,48.5,86.5,21.378,71.126,49.77,3.0
1970-01-07 18:27:00,47.333,86.333,21.003,71.13,49.77,3.0
1970-01-07 18:28:00,48.333,86.667,22.69,71.13,49.773,2.0
1970-01-07 18:29:00,44.0,86.0,19.65,71.14,49.78,4.0
1970-01-07 18:30:00,49.5,87.5,21.61,71.14,49.78,3.0
1970-01-07 18:31:00,57.0,88.0,22.89,71.14,49.78,2.0
1970-01-07 18:32:00,52.0,88.0,21.99,71.14,49.78,4.0
1970-01-07 18:33:00,48.333,87.333,22.653000000000002,71.15,49.79,3.0
1970-01-07 18:34:00,48.5,87.5,20.38,71.15,49.79,3.0
1970-01-07 18:35:00,48.5,88.5,22.04,71.15,49.79,2.0
1970-01-07 18:36:00,51.0,89.0,19.35,71.16,49.8,3.0
1970-01-07 18:37:00,52.0,90.0,22.49,71.16,49.8,3.0
1970-01-07 18:38:00,48.0,89.0,20.795,71.16,49.8,3.0
1970-01-07 18:39:00,47.5,89.75,21.682,71.16,49.802,3.0
1970-01-07 18:40:00,50.0,89.5,21.285,71.165,49.81,3.0
1970-01-07 18:41:00,45.667,87.333,22.55,71.17,49.81,4.0
1970-01-07 18:42:00,43.333,87.0,24.537,71.17,49.81,2.0
1970-01-07 18:43:00,46.5,87.0,23.945,71.17,49.815,3.0
1970-01-07 18:44:00,47.916000000000004,87.5,22.651,71.175,49.817,2.5
1970-01-07 18:45:00,49.333,88.0,21.357,71.18,49.82,2.0
1970-01-07 18:46:00,45.0,87.5,22.78,71.18,49.82,2.0
1970-01-07 18:47:00,46.0,88.5,22.5,71.185,49.825,3.0
1970-01-07 18:48:00,49.0,89.5,20.07,71.19,49.83,3.0
1970-01-07 18:49:00,50.0,89.667,20.666999999999998,71.19,49.83,3.0
1970-01-07 18:50:00,47.5,89.0,21.42,71.19,49.83,3.0
1970-01-07 18:51:00,47.5,88.25,21.803,71.197,49.84,2.0
1970-01-07 18:52:00,44.333,87.667,21.83,71.2,49.84,3.0
1970-01-07 18:53:00,42.25,87.0,23.42,71.2,49.84,2.0
1970-01-07 18:54:00,44.0,87.5,21.145,71.2,49.845,2.0
1970-01-07 18:55:00,46.0,87.0,23.45,71.21,49.85,2.0
1970-01-07 18:56:00,45.6,87.0,20.991999999999997,71.21,49.85,3.0
1970-01-07 18:57:00,46.0,87.333,21.02,71.21,49.85,2.0
1970-01-07 18:58:00,49.0,87.667,21.853,71.21,49.853,3.0
1970-01-07 18:59:00,49.25,87.75,20.575,71.22,49.86,3.0
1970-01-07 19:00:00,50.0,88.0,23.243000000000002,71.22,49.86,3.0
1970-01-07 19:01:00,52.667,88.667,20.607,71.22,49.86,2.0
1970-01-07 19:02:00,55.333,90.333,20.723000000000003,71.23,49.867,3.0
1970-01-07 19:03:00,53.0,91.0,19.28,71.23,49.87,3.0
1970-01-07 19:04:00,50.2,89.0,20.067999999999998,71.23,49.87,4.0
1970-01-07 19:05:00,52.0,88.667,21.886999999999997,71.23,49.87,4.0
1970-01-07 19:06:00,50.5,89.0,19.7,71.24,49.875,2.0
1970-01-07 19:07:00,49.0,89.0,21.31,71.24,49.88,2.0
1970-01-07 19:08:00,44.0,89.0,23.585,71.24,49.88,4.0
1970-01-07 19:09:00,49.5,89.5,22.895,71.25,49.88,2.0
1970-01-07 19:10:00,48.0,90.0,20.255,71.25,49.89,3.0
1970-01-07 19:11:00,47.5,89.0,22.201999999999998,71.25,49.89,3.0
1970-01-07 19:12:00,46.5,89.0,20.735,71.25,49.89,3.0
1970-01-07 19:13:00,44.0,89.0,22.307,71.257,49.89,2.0
1970-01-07 19:14:00,50.0,89.5,20.42,71.26,49.9,2.0
1970-01-07 19:15:00,50.667,89.333,19.9,71.26,49.9,2.0
1970-01-07 19:16:00,49.667,89.0,21.197,71.26,49.9,3.0
1970-01-07 19:17:00,49.0,88.0,21.83,71.27,49.91,2.0
1970-01-07 19:18:00,44.667,88.0,21.43,71.27,49.91,2.0
1970-01-07 19:19:00,41.0,88.0,22.4,71.27,49.91,1.0
1970-01-07 19:20:00,47.5,89.0,21.598000000000003,71.28,49.91,1.0
1970-01-07 19:21:00,49.5,88.5,23.8,71.28,49.91,2.0
1970-01-07 19:22:00,47.0,89.0,24.125,71.28,49.92,4.0
1970-01-07 19:23:00,48.0,89.667,21.18,71.283,49.92,2.0
1970-01-07 19:24:00,49.0,90.25,20.8,71.29,49.92,5.0
1970-01-07 19:25:00,46.667,90.0,21.843000000000004,71.29,49.93,2.0
1970-01-07 19:26:00,51.0,91.0,25.1,71.29,49.93,2.0
1970-01-07 19:27:00,46.4,91.0,19.768,71.296,49.93,2.0
1970-01-07 19:28:00,52.0,91.0,20.64,71.3,49.93,2.0
1970-01-07 19:29:00,44.333,90.0,21.253,71.3,49.94,2.0
1970-01-07 19:30:00,45.5,89.75,22.895,71.3,49.94,2.0
1970-01-07 19:31:00,48.333,89.333,21.19,71.31,49.94,3.0
1970-01-07 19:32:00,48.0,89.25,21.261999999999997,71.31,49.942,5.0
1970-01-07 19:33:00,49.667,89.0,20.587,71.31,49.95,4.0
1970-01-07 19:34:00,49.0,89.333,20.67,71.317,49.95,2.0
1970-01-07 19:35:00,50.5,90.5,21.27,71.32,49.95,2.0
1970-01-07 19:36:00,49.75,90.5,21.697,71.32,49.96,2.0
1970-01-07 19:37:00,49.125,90.25,22.004,71.325,49.96,2.5
1970-01-07 19:38:00,48.5,90.0,22.31,71.33,49.96,3.0
1970-01-07 19:39:00,45.667,90.0,23.353,71.33,49.96,2.0
1970-01-07 19:40:00,50.0,89.5,21.79,71.33,49.97,2.0
1970-01-07 19:41:00,43.5,89.5,22.353,71.337,49.97,2.0
1970-01-07 19:42:00,47.5,89.25,22.248,71.34,49.97,2.0
1970-01-07 19:43:00,46.5,89.0,22.485,71.34,49.977,3.0
1970-01-07 19:44:00,44.0,89.0,23.78,71.34,49.98,2.0
1970-01-07 19:45:00,45.0,90.0,20.47,71.35,49.98,2.0
1970-01-07 19:46:00,47.667,90.0,21.843000000000004,71.35,49.983000000000004,2.0
1970-01-07 19:47:00,47.2,90.4,22.246,71.35,49.99,3.0
1970-01-07 19:48:00,49.0,92.0,23.46,71.36,49.99,2.0
1970-01-07 19:49:00,50.0,91.5,21.695,71.36,49.99,3.0
1970-01-07 19:50:00,51.667,89.667,20.24,71.36,49.997,2.0
1970-01-07 19:51:00,49.0,88.333,19.33,71.36,50.0,3.0
1970-01-07 19:52:00,47.5,88.0,22.115,71.37,50.0,2.0
1970-01-07 19:53:00,48.5,88.25,20.918000000000003,71.37,50.0,2.0
1970-01-07 19:54:00,52.5,89.0,19.665,71.37,50.005,3.0
1970-01-07 19:55:00,50.333,88.333,20.51,71.373,50.01,3.0
1970-01-07 19:56:00,48.0,88.0,22.79,71.38,50.01,2.0
1970-01-07 19:57:00,48.333,87.0,21.21,71.38,50.01,2.0
1970-01-07 19:58:00,47.0,87.0,23.17,71.38,50.018,3.0
1970-01-07 19:59:00,48.0,85.0,23.95,71.385,50.02,2.0
1970-01-07 20:00:00,54.333,85.0,21.133000000000003,71.39,50.02,2.0
1970-01-07 20:01:00,44.5,85.0,20.02,71.39,50.02,6.0
1970-01-07 20:02:00,48.25,85.0,20.155,71.39,50.03,2.0
1970-01-07 20:03:00,46.5,85.0,23.895,71.4,50.03,2.0
1970-01-07 20:04:00,51.0,86.0,22.94,71.4,50.03,2.0
1970-01-07 20:05:00,54.666000000000004,86.334,20.065,71.404,50.035,4.5
1970-01-07 20:06:00,58.333,86.667,17.19,71.407,50.04,7.0
1970-01-07 20:07:00,53.5,85.0,20.325,71.41,50.04,13.0
1970-01-07 20:08:00,46.0,85.0,23.45,71.41,50.04,7.0
1970-01-07 20:09:00,54.0,86.0,22.29,71.41,50.05,7.0
1970-01-07 20:10:00,45.0,85.0,23.04,71.41,50.05,5.0
1970-01-07 20:11:00,51.667,86.0,20.693,71.42,50.05,4.0
1970-01-07 20:12:00,48.333,85.333,22.133000000000003,71.42,50.05,2.0
1970-01-07 20:13:00,49.0,86.0,24.02,71.42,50.06,2.0
1970-01-07 20:14:00,56.0,85.0,21.62,71.43,50.06,2.0
1970-01-07 20:15:00,62.0,86.0,16.44,71.43,50.06,4.0
1970-01-07 20:16:00,59.0,86.667,19.637,71.43,50.07,37.0
1970-01-07 20:17:00,58.5,86.0,20.43,71.44,50.07,5.0
1970-01-07 20:18:00,49.0,84.0,23.875,71.44,50.07,2.0
1970-01-07 20:19:00,47.4,84.2,22.3,71.44,50.071999999999996,2.0
1970-01-07 20:20:00,46.333,84.0,22.153000000000002,71.447,50.08,3.0
1970-01-07 20:21:00,48.0,85.0,21.58,71.45,50.08,3.0
1970-01-07 20:22:00,51.0,85.0,20.17,71.45,50.08,2.0
1970-01-07 20:23:00,52.333,85.333,22.01,71.45,50.086999999999996,3.0
1970-01-07 20:24:00,51.0,85.5,21.421999999999997,71.46,50.09,2.0
1970-01-07 20:25:00,45.0,85.0,21.545,71.46,50.09,4.0
1970-01-07 20:26:00,50.0,85.0,22.525,71.46,50.09,5.0
1970-01-07 20:27:00,47.0,85.0,22.5,71.46,50.09,3.0
1970-01-07 20:28:00,46.5,85.0,20.73,71.47,50.1,5.0
1970-01-07 20:29:00,51.0,85.0,20.485,71.47,50.1,6.0
1970-01-07 20:30:00,50.5,85.0,22.19,71.47,50.1,5.0
1970-01-07 20:31:00,50.0,86.667,21.76,71.477,50.107,3.0
1970-01-07 20:32:00,50.8,88.4,21.32,71.48,50.11,4.0
1970-01-07 20:33:00,49.65,88.325,21.769000000000002,71.48100000000001,50.11,2.5
1970-01-07 20:34:00,48.5,88.25,22.218000000000004,71.482,50.11,1.0
1970-01-07 20:35:00,45.0,88.0,24.061999999999998,71.49,50.12,3.0
1970-01-07 20:36:00,52.0,89.0,25.82,71.49,50.12,2.0
1970-01-07 20:37:00,46.0,90.0,22.65,71.49,50.12,3.0
1970-01-07 20:38:00,45.667,88.333,22.346999999999998,71.497,50.123000000000005,2.0
1970-01-07 20:39:00,49.0,87.0,21.425,71.5,50.13,5.0
1970-01-07 20:40:00,46.0,87.0,23.21,71.5,50.13,3.0
1970-01-07 20:41:00,53.0,87.667,20.397000000000002,71.5,50.13,4.0
1970-01-07 20:42:00,47.0,85.0,20.95,71.51,50.14,6.0
1970-01-07 20:43:00,44.0,85.0,24.61,71.51,50.14,4.0
1970-01-07 20:44:00,42.5,85.5,23.96,71.51,50.14,5.0
1970-01-07 20:45:00,47.0,86.0,22.26,71.52,50.14,4.0
1970-01-07 20:46:00,43.0,86.0,25.5,71.52,50.15,4.0
1970-01-07 20:47:00,43.4,86.2,23.695999999999998,71.52,50.15,3.0
1970-01-07 20:48:00,46.0,86.667,21.243000000000002,71.52,50.15,2.0
1970-01-07 20:49:00,52.5,87.5,21.66,71.528,50.152,3.0
1970-01-07 20:50:00,47.333,87.0,22.363000000000003,71.53,50.16,7.0
1970-01-07 20:51:00,43.666000000000004,86.0,23.748,71.53,50.16,4.5
1970-01-07 20:52:00,40.0,85.0,25.133000000000003,71.53,50.16,2.0
1970-01-07 20:53:00,43.75,87.0,21.86,71.54,50.165,3.0
1970-01-07 20:54:00,42.333,86.333,22.78,71.54,50.17,2.0
1970-01-07 20:55:00,43.6,86.2,22.89,71.54,50.17,3.0
1970-01-07 20:56:00,42.4,85.6,24.388,71.546,50.17,2.0
1970-01-07 20:57:00,43.5,85.0,23.32,71.55,50.18,3.0
1970-01-07 20:58:00,39.667,85.0,24.233,71.55,50.18,2.0
1970-01-07 20:59:00,42.0,85.0,27.69,71.55,50.18,2.0
1970-01-07 21:00:00,41.5,85.0,26.425,71.555,50.18,3.0
1970-01-07 21:01:00,42.667,85.333,25.787,71.56,50.19,3.0
1970-01-07 21:02:00,45.0,86.0,24.84,71.56,50.19,3.0
1970-01-07 21:03:00,45.0,85.5,23.61,71.56,50.19,3.0
1970-01-07 21:04:00,66.5,90.0,19.42,71.57,50.195,3.0
1970-01-07 21:05:00,65.667,89.0,17.703,71.57,50.2,6.0
1970-01-07 21:06:00,60.0,88.0,20.08,71.57,50.2,9.0
1970-01-07 21:07:00,51.0,87.0,22.485,71.575,50.205,6.0
1970-01-07 21:08:00,48.0,87.0,21.35,71.58,50.21,5.0
1970-01-07 21:09:00,50.0,86.75,22.72,71.58,50.21,4.0
1970-01-07 21:10:00,46.5,86.875,23.89,71.585,50.215,4.0
1970-01-07 21:11:00,43.0,87.0,25.06,71.59,50.22,4.0
1970-01-07 21:12:00,45.8,87.0,22.364,71.59,50.22,4.0
1970-01-07 21:13:00,45.667,87.333,24.017,71.59,50.22,6.0
1970-01-07 21:14:00,44.0,87.667,24.066999999999997,71.597,50.22,5.0
1970-01-07 21:15:00,44.667,87.667,21.84,71.6,50.23,2.0
1970-01-07 21:16:00,57.333,89.0,20.307000000000002,71.6,50.23,2.0
1970-01-07 21:17:00,54.0,88.667,21.276999999999997,71.60300000000001,50.23,3.0
1970-01-07 21:18:00,46.5,87.5,22.775,71.61,50.235,3.0
1970-01-07 21:19:00,46.6,86.2,21.58,71.61,50.24,4.0
1970-01-07 21:20:00,48.0,86.5,23.675,71.615,50.24,3.0
1970-01-07 21:21:00,49.5,87.0,19.458,71.62,50.245,3.0
1970-01-07 21:22:00,53.8,87.4,20.53,71.62,50.25,4.0
1970-01-07 21:23:00,53.5,88.0,19.375,71.62,50.25,9.0
1970-01-07 21:24:00,48.5,89.25,19.762,71.63,50.25,5.0
1970-01-07 21:25:00,63.0,91.0,20.14,71.63,50.26,9.0
1970-01-07 21:26:00,46.5,87.0,19.765,71.63,50.26,3.0
1970-01-07 21:27:00,46.333,87.0,21.973000000000003,71.64,50.26,2.0
1970-01-07 21:28:00,47.333,87.0,21.273000000000003,71.64,50.266999999999996,3.0
1970-01-07 21:29:00,46.0,86.5,24.04,71.64,50.27,2.0
1970-01-07 21:30:00,51.25,88.25,21.518,71.64,50.27,4.0
1970-01-07 21:31:00,54.667,90.333,20.093,71.65,50.273,3.0
1970-01-07 21:32:00,59.5,92.0,18.87,71.65,50.28,5.0
1970-01-07 21:33:00,53.0,91.333,18.98,71.65,50.28,4.0
1970-01-07 21:34:00,52.0,90.0,21.315,71.66,50.28,3.0
1970-01-07 21:35:00,52.0,89.5,20.99,71.66,50.285,3.0
1970-01-07 21:36:00,52.0,89.0,19.47,71.66,50.29,4.0
1970-01-07 21:37:00,51.0,90.0,22.427,71.663,50.29,2.0
1970-01-07 21:38:00,49.0,90.0,23.53,71.67,50.29,3.0
1970-01-07 21:39:00,47.0,88.75,21.75,71.67,50.298,4.0
1970-01-07 21:40:00,66.0,89.5,17.645,71.67,50.3,3.0
1970-01-07 21:41:00,44.5,81.0,22.935,71.68,50.3,3.0
1970-01-07 21:42:00,44.5,80.0,22.565,71.68,50.3,6.0
1970-01-07 21:43:00,46.0,79.0,20.897,71.68,50.31,4.0
1970-01-07 21:44:00,51.0,80.0,20.88,71.69,50.31,2.0
1970-01-07 21:45:00,47.5,79.5,22.47,71.69,50.315,2.0
1970-01-07 21:46:00,53.0,80.0,21.35,71.69,50.32,4.0
1970-01-07 21:47:00,49.667,80.667,22.483,71.69,50.32,3.0
1970-01-07 21:48:00,49.0,81.5,21.72,71.7,50.32,2.0
1970-01-07 21:49:00,50.0,82.0,21.31,71.7,50.325,2.0
1970-01-07 21:50:00,56.0,82.0,18.205,71.7,50.33,4.0
1970-01-07 21:51:00,56.0,83.0,19.51,71.7,50.33,3.0
1970-01-07 21:52:00,47.5,83.0,21.16,71.71,50.33,4.0
1970-01-07 21:53:00,44.25,81.5,21.315,71.71,50.34,2.0
1970-01-07 21:54:00,44.5,81.0,22.335,71.71,50.34,2.0
1970-01-07 21:55:00,51.0,82.0,22.01,71.72,50.34,1.0
1970-01-07 21:56:00,46.0,81.333,22.36,71.72,50.343,2.0
1970-01-07 21:57:00,45.333,82.0,20.543000000000003,71.72,50.35,3.0
1970-01-07 21:58:00,44.5,82.0,22.158,71.73,50.35,3.0
1970-01-07 21:59:00,44.0,81.0,25.94,71.73,50.35,3.0
1970-01-07 22:00:00,45.0,81.0,21.54,71.73,50.36,2.0
1970-01-07 22:01:00,46.0,81.0,21.82,71.73,50.36,2.0
1970-01-07 22:02:00,52.5,83.0,20.13,71.74,50.36,3.0
